SDR5ID,ra_deg,dec_deg,z,M_i,mbh_solar,chi2_pdf,log10_tau_d,log10_sigma_mag_sqrtyr,log10_tau_lim_lo,log10_tau_lim_hi,log10_sig_lim_lo,log10_sig_lim_hi,edge_flag,Plike,Pnoise,Pinf,mu,npts
1938.0,12.462144,0.05837,1.3292,-24.949,8.197,0.996977,3.00592,-0.84938,2.81861,4.54736,-0.951096,-0.797447,0.0,161.623,94.1923,161.338,19.2898,60.0
2216.0,14.195116,1.081248,1.996,-26.561,9.172,1.09785,3.6593,-1.04299,3.19787,4.65579,-1.14601,-0.965386,0.0,174.361,109.054,174.305,18.8121,60.0
2302.0,14.772492,-0.783715,1.5606,-24.902,8.972,1.24362,2.20897,-0.525651,2.00156,3.76255,-0.725184,-0.470908,0.0,123.176,87.4894,121.072,19.9167,58.0
1647.0,10.710589,1.034984,0.5995,-23.511,8.046,1.24363,1.04793,-0.303769,0.559389,1.52854,-0.520844,-0.127228,0.0,125.472,122.74,118.912,19.0109,55.0
2203.0,14.14116,-0.440357,1.6996,-25.885,9.286,1.48835,5.0,-1.075,3.7156,4.78612,-1.14829,-0.959598,1.0,161.866,74.0334,161.897,19.393,62.0
1710.0,11.058516,-0.706243,1.704,-24.87,0.0,1.60022,2.79319,-0.806306,2.55821,4.54531,-1.06182,-0.70283,0.0,106.465,86.3901,106.32,20.0452,52.0
1782.0,11.473668,-0.048858,2.2241,-25.708,8.809,1.22324,2.41255,-0.755987,2.24718,4.14074,-0.927674,-0.700654,0.0,149.899,96.4781,148.409,19.828,63.0
1837.0,11.809029,-0.459229,1.2537,-26.503,9.026,1.22877,3.66018,-1.11733,3.17333,4.64875,-1.21567,-1.05197,0.0,201.635,110.765,201.565,18.0009,62.0
1653.0,10.731206,0.939658,1.5761,-24.81,0.0,1.01172,3.3407,-1.0018,3.02601,4.61104,-1.12194,-0.908587,0.0,136.991,101.159,136.859,19.9305,55.0
1875.0,12.025239,0.773245,2.3585,-26.559,8.952,1.02091,3.53279,-1.00615,3.15072,4.64414,-1.10509,-0.938843,0.0,177.496,121.752,177.423,19.1641,63.0
1541.0,10.133773,-0.23079,0.2419,-22.266,8.332,1.10215,1.65428,-0.397579,1.37365,2.27101,-0.548146,-0.309666,0.0,42.8257,36.0356,38.9256,17.76,21.0
1628.0,10.614483,0.237863,0.6061,-23.543,8.79,1.22217,3.03583,-0.803608,2.84937,4.56093,-0.900953,-0.757133,0.0,175.44,111.08,175.178,18.9036,64.0
2107.0,13.452704,-0.365866,3.984,-26.576,0.0,1.33226,2.34163,-0.876406,2.00255,3.88802,-1.07272,-0.762202,0.0,118.994,113.754,117.328,20.297,56.0
1568.0,10.31682,0.003566,2.1175,-25.484,9.002,1.2469,1.0801,0.018931,0.765427,1.34383,-0.123519,0.11206,0.0,107.906,99.4309,97.4345,20.0036,65.0
1940.0,12.463248,-0.987768,1.5404,-24.935,8.679,1.15884,2.5353,-0.799374,2.39988,4.30253,-0.953432,-0.743584,0.0,148.756,95.9153,147.653,19.9551,63.0
1729.0,11.175304,-0.702855,0.5576,-22.613,8.121,1.15541,2.21884,-0.706605,2.05686,4.10211,-0.945071,-0.663558,0.0,133.75,108.75,132.206,19.6578,55.0
2003.0,12.823184,0.432042,1.7484,-24.39,0.0,1.35296,5.0,-0.7,3.52884,4.75124,-0.792831,-0.539553,1.0,78.6302,36.7003,78.6454,20.613,53.0
1702.0,11.008005,-0.567084,1.8149,-25.439,0.0,1.45676,3.17875,-1.15163,2.92624,4.57642,-1.28199,-1.0504,0.0,170.49,136.406,170.257,19.5447,64.0
2240.0,14.320832,-0.409221,2.7118,-27.043,9.744,1.36402,1.8496,-0.431086,1.62544,2.36954,-0.586605,-0.376234,0.0,126.859,99.4125,122.623,19.2145,59.0
1821.0,11.693784,1.216326,2.0895,-25.463,0.0,1.05716,2.52407,-0.916444,2.37472,4.37816,-1.11061,-0.845804,0.0,139.015,105.085,138.242,20.0392,59.0
1589.0,10.449573000000001,0.672989,1.8225,-25.515,0.0,0.96356,2.35171,-0.954722,2.15522,3.89551,-1.10913,-0.889982,0.0,173.616,141.649,171.749,19.7376,65.0
2139.0,13.728932,1.017448,1.0639,-24.666,8.598,1.45822,1.94495,-0.701444,1.6761,2.92179,-0.940644,-0.611372,0.0,136.145,119.396,133.288,19.1831,56.0
2266.0,14.4921,-1.068237,1.2955,-25.234,9.081,1.47311,4.02087,-0.896701,3.27437,4.67942,-0.987746,-0.790081,0.0,136.687,77.8262,136.673,19.3869,57.0
2241.0,14.322353,-0.020353,2.1567,-26.651,9.234,1.45612,2.22338,-0.943563,1.94881,3.4724,-1.11918,-0.861973,0.0,169.254,146.19,166.926,18.9049,61.0
1907.0,12.218408,-0.408553,2.6957,-27.21,0.0,1.18465,2.02399,-0.739799,1.80993,3.67109,-0.940663,-0.695766,0.0,150.153,129.553,148.051,18.8758,56.0
2263.0,14.481429,0.430899,1.6132,-25.036,0.0,1.07004,3.11834,-0.782522,2.94968,4.57137,-0.894712,-0.714676,0.0,127.124,74.7527,126.799,19.9433,58.0
1792.0,11.513721,0.124873,2.5608,-26.054,8.935,1.11474,3.92719,-0.968053,3.16901,4.65976,-1.08658,-0.851454,0.0,124.61,77.2543,124.601,20.1062,54.0
2102.0,13.425668,0.865843,1.4406,-25.495,8.717,1.15923,3.77104,-0.953403,3.13285,4.65118,-1.05092,-0.875768,0.0,153.863,97.1858,153.851,19.1338,57.0
2256.0,14.410171,-0.776762,1.3978,-24.914,8.034,1.38428,1.98698,-0.68051,1.84344,4.01246,-1.08794,-0.648176,0.0,132.337,120.079,130.581,19.7479,58.0
1670.0,10.843203,-0.22881,1.5927,-26.018,9.429,1.11546,3.54287,-1.93542,0.644252,4.44235,-2.32074,-1.54213,0.0,184.381,182.623,184.314,18.793,55.0
2110.0,13.512434,0.960777,2.4105,-26.141,9.387,1.34698,3.66975,-0.833264,3.18402,4.65754,-0.946848,-0.729451,0.0,117.181,62.7863,117.151,19.8301,57.0
1539.0,10.119863,-0.636058,0.7268,-23.61,8.651,1.15389,1.36395,-0.260059,1.13537,1.66404,-0.378903,-0.21088200000000001,0.0,127.281,109.144,119.656,19.2091,60.0
1612.0,10.541363,0.362748,1.7624,-24.977,0.0,1.20579,3.54851,-1.06143,3.14014,4.63954,-1.1775,-0.959931,0.0,156.103,101.009,156.018,19.9963,64.0
1633.0,10.650781,-0.439765,1.5398,-24.912,8.917,1.29661,2.71054,-0.888418,2.55996,4.43402,-1.04281,-0.822742,0.0,153.193,113.12,152.503,19.9321,64.0
1924.0,12.329079,0.435977,1.9437,-27.124,0.0,1.15662,5.0,-1.125,3.43409,4.71838,-1.19574,-1.03938,1.0,173.334,119.339,173.342,18.3318,56.0
1853.0,11.886388,0.353148,2.8785,-27.556,0.0,1.36541,3.35861,-1.45659,2.68582,4.57767,-1.5937,-1.29699,0.0,198.916,178.342,198.899,18.6988,63.0
1845.0,11.843349,1.171958,1.7378,-25.465,9.472,0.97362,2.66308,-1.17254,2.4232,4.3839,-1.39306,-1.05196,0.0,155.442,139.248,154.693,19.6689,58.0
1832.0,11.801907,-0.812358,1.4142,-24.926,8.964,1.21711,3.4538,-0.808216,3.05399,4.62723,-0.92197,-0.72479,0.0,127.779,86.1296,127.714,19.9064,56.0
1656.0,10.774669,-0.777129,0.8482,-23.36,8.716,1.25038,3.31879,-0.506285,3.04266,4.62181,-0.597082,-0.452893,0.0,104.301,28.4302,104.224,20.1185,55.0
2146.0,13.751584,0.94375,1.4553,-26.117,9.218,1.72805,3.39768,-1.38795,2.85513,4.59329,-1.52521,-1.23748,0.0,166.533,144.196,166.464,18.5157,57.0
2132.0,13.685982,-0.779382,0.8375,-23.385,0.0,1.26922,1.25873,-0.192136,0.607991,1.62445,-0.3736,0.075434,0.0,69.9267,67.4722,63.1924,19.9458,40.0
1963.0,12.580103,0.013946,2.0364,-25.504,7.969,1.20028,5.0,-0.825,3.19622,4.67766,-0.905675,-0.721161,1.0,124.42,75.7571,124.417,20.1198,56.0
2290.0,14.656625,-1.193319,2.0686,-25.508,9.014,1.45453,2.72861,-0.6444,2.51417,4.44294,-0.786139,-0.568394,0.0,107.286,78.152,106.745,20.056,55.0
2182.0,13.991685,-0.336296,1.3734,-25.377,8.37,0.9082,2.17622,-1.21387,2.09416,4.40519,-1.6181,-1.19751,0.0,179.684,171.47,179.223,19.1611,58.0
1610.0,10.531044,-0.958412,1.5496,-25.572,9.156,1.18514,5.0,-1.05,3.55337,4.75186,-1.13126,-0.954366,1.0,182.587,91.0074,182.602,18.9604,63.0
2180.0,13.987564,0.992618,1.305,-24.345,8.605,1.27791,2.72147,-0.699547,2.50302,4.44339,-0.877662,-0.610608,0.0,104.642,81.8505,104.085,20.0761,53.0
1953.0,12.53537,1.225038,1.1376,-24.906,8.679,1.21688,2.19464,-0.629103,1.99856,3.59311,-0.768657,-0.586937,0.0,147.452,106.192,145.168,18.9919,59.0
1820.0,11.691681,0.458245,0.4667,-22.791,9.043,1.11506,-1.1,0.8,-2.11586,-0.137462,0.282617,1.27185,2.0,52.4126,52.4177,39.8041,18.9731,26.0
2150.0,13.771486,-0.619022,0.7135,-22.932,8.984,1.65401,2.29597,-0.489927,2.04921,3.99194,-0.691622,-0.412503,0.0,109.589,84.6909,108.0,20.1089,60.0
1572.0,10.334457,0.436426,2.3589,-25.186,0.0,0.955366,2.31999,-0.613114,2.11714,3.88961,-0.802069,-0.542792,0.0,95.8364,74.9647,93.9279,20.6105,50.0
2040.0,13.009996,1.024809,2.2709,-28.361,0.0,1.18904,2.95297,-1.06617,2.79655,4.57951,-1.19144,-1.01306,0.0,179.551,126.71,179.447,17.2733,57.0
1858.0,11.918702,0.238304,1.1576,-24.029,8.687,1.42407,2.97956,-0.612017,2.85255,4.52823,-0.726908,-0.550439,0.0,96.0757,41.4294,95.5806,20.233,53.0
1611.0,10.538158,0.760324,1.67,-25.44,8.934,1.20193,3.5514,-0.988201,3.19883,4.64794,-1.09481,-0.910627,0.0,163.852,95.2765,163.748,19.71,64.0
1604.0,10.503331,0.565842,1.403,-24.18,0.0,1.13016,2.79743,-0.582403,2.63758,4.51906,-0.713913,-0.523824,0.0,106.761,74.5721,106.463,20.2859,54.0
1785.0,11.482609,0.915327,1.5503,-24.978,8.54,0.968243,1.43364,-0.66926,1.15924,3.61416,-1.40878,-0.58666,0.0,141.557,138.017,138.982,19.6987,56.0
1631.0,10.636367,-0.891414,1.38,-24.402,8.434,1.52862,2.19085,-0.843275,1.94401,3.65116,-1.04606,-0.761485,0.0,130.549,116.773,128.452,20.2054,62.0
1807.0,11.609887,0.221048,1.5417,-26.08,8.906,1.38167,2.7956,-0.760589,2.68024,4.48793,-0.898936,-0.714215,0.0,169.389,107.515,168.828,18.8746,65.0
1643.0,10.679449,0.033719,1.082,-25.836,8.745,1.22745,2.72905,-1.0321,2.60532,4.42256,-1.15379,-0.974932,0.0,171.147,120.462,170.358,18.1305,56.0
1526.0,10.014449,0.583859,2.7114,-27.258,9.583,0.938598,3.52449,-1.42768,3.11434,4.63075,-1.54366,-1.31904,0.0,179.251,142.836,179.138,18.7328,55.0
2120.0,13.576196,-0.760638,3.3804,-26.745,9.729,1.47197,5.0,-1.05,3.34772,4.70814,-1.13227,-0.913257,1.0,123.762,81.9739,123.769,19.9991,54.0
1704.0,11.022392,-0.650298,1.5969,-25.644,9.295,1.22851,2.8572,-1.12066,2.7071,4.48764,-1.28944,-1.03346,0.0,158.644,125.669,158.091,19.191,55.0
1691.0,10.935489,-0.69242,1.9299,-25.233,8.785,1.5099,5.0,-0.825,3.38407,4.7201,-0.924233,-0.713925,1.0,108.628,58.7214,108.641,20.2172,55.0
2127.0,13.62264,0.980076,0.5017,-22.189,7.619,1.0397,2.40652,-0.770826,2.25002,4.13438,-0.928438,-0.716161,0.0,131.704,85.2108,130.201,19.7247,55.0
1798.0,11.556201,0.39947,2.1206,-26.836,9.42,1.07728,3.1558,-1.0942,2.99572,4.59345,-1.18755,-1.04876,0.0,205.306,113.969,205.065,18.5789,65.0
1753.0,11.292277,0.678161,1.7057,-25.331,8.387,1.08139,1.58392,-0.822374,1.30446,2.39318,-1.15132,-0.727696,0.0,169.945,162.394,166.23,19.7252,64.0
2097.0,13.392226,-0.675525,2.0394,-25.841,9.178,1.21625,5.0,-0.975,3.54699,4.75773,-1.06425,-0.879419,1.0,141.138,88.3375,141.157,19.6526,56.0
1676.0,10.873517,-0.350114,0.8503,-24.176,8.596,1.33382,3.22831,-0.827521,2.92935,4.58279,-0.934853,-0.757259,0.0,140.393,98.0435,140.203,19.3679,56.0
2094.0,13.350321,0.259152,1.4035,-25.602,9.139,1.27307,4.3159,-1.00241,3.27374,4.68274,-1.08329,-0.919679,0.0,178.012,93.8524,177.999,18.6884,61.0
2008.0,12.844006,0.575371,0.7079,-22.797,0.0,1.15118,1.89138,-0.314345,1.64278,2.59645,-0.498995,-0.253286,0.0,82.2669,61.4545,78.729,20.0342,46.0
2109.0,13.506173,0.479941,3.4127,-26.696,9.26,1.73962,3.32985,-0.875308,2.78406,4.58399,-1.01813,-0.697249,0.0,83.7395,65.2892,83.6913,19.992,43.0
2206.0,14.154624,-0.447207,0.4737,-22.29,7.684,1.56176,2.49995,-0.689491,2.33678,4.22847,-0.860499,-0.630843,0.0,145.14,106.868,143.827,19.41,62.0
1990.0,12.760099,-1.045665,1.8772,-27.847,9.605,1.11193,2.06346,-0.620667,1.87349,2.96118,-0.717389,-0.60297,0.0,328.622,241.062,325.611,17.3149,111.0
1708.0,11.051032,1.251513,1.3966,-26.289,9.053,1.09632,2.82159,-1.10213,2.70658,4.45741,-1.21428,-1.05113,0.0,198.493,142.03,197.758,18.3279,63.0
2194.0,14.069538,0.804112,0.9098,-23.59,8.381,0.930859,3.25214,-0.836246,2.95541,4.59315,-0.943681,-0.76328,0.0,142.823,98.9479,142.668,20.1592,61.0
2078.0,13.237153,-0.285879,1.6776,-26.719,9.657,1.29357,5.0,-1.15,3.56401,4.75494,-1.23304,-1.04855,1.0,178.156,112.101,178.173,18.3138,58.0
1744.0,11.261002,0.734254,0.621,-23.755,8.637,1.38297,3.19071,-0.776311,2.94575,4.59073,-0.868954,-0.724094,0.0,167.327,84.1428,167.144,18.7517,63.0
1745.0,11.271093,-0.925673,1.4376,-25.454,8.939,1.23841,1.92528,-0.652409,1.71812,2.45188,-0.819365,-0.597471,0.0,157.763,116.808,153.674,19.2057,62.0
1888.0,12.101711,0.902477,0.9347,-23.802,8.486,1.04997,5.0,-1.0,3.24565,4.69319,-1.12013,-0.84792,1.0,131.767,98.0158,131.771,19.8645,56.0
1960.0,12.546549,-0.386738,2.6971,-25.579,0.0,1.44162,5.0,-1.05,3.35881,4.71878,-1.15794,-0.870922,1.0,101.404,81.8322,101.413,20.6373,56.0
1621.0,10.581103,-0.095114,1.1728,-24.714,9.07,1.23738,1.74675,-0.328685,1.53897,2.09673,-0.44331,-0.286837,0.0,134.945,93.7215,129.609,19.2887,64.0
2336.0,14.956523,1.121522,1.5211,-25.133,8.768,1.01436,3.02448,-1.05034,2.87724,4.55993,-1.17649,-0.977094,0.0,160.872,116.946,160.549,19.6114,60.0
1620.0,10.577999,0.54364,3.0628,-26.704,8.566,1.22182,2.55442,-1.19192,2.34837,4.31392,-1.38784,-1.09983,0.0,141.208,130.094,140.248,19.7008,55.0
2168.0,13.864059,-0.497001,1.8347,-25.189,0.0,1.23161,5.0,-1.0,3.08418,4.65424,-1.09117,-0.881039,1.0,145.53,110.274,145.532,20.1147,61.0
2072.0,13.185349,0.832925,1.8743,-25.381,0.0,1.19358,3.11279,-1.09687,2.88819,4.57178,-1.21279,-1.02035,0.0,186.484,130.502,186.268,19.8581,75.0
1805.0,11.57971,-1.013377,1.2563,-24.939,9.238,1.15415,5.0,-0.875,3.41038,4.7152,-0.968014,-0.797613,1.0,173.325,95.9211,173.318,19.4084,64.0
2208.0,14.162016,0.039485,1.5835,-25.583,9.486,1.16363,2.89312,-1.02996,2.75191,4.498,-1.14747,-0.963248,0.0,164.926,113.065,164.372,19.2085,58.0
1941.0,12.466616,0.06227,1.1211,-24.821,8.957,1.12065,5.0,-0.825,3.47587,4.73711,-0.905548,-0.74975,1.0,156.503,92.4236,156.509,19.4759,60.0
1747.0,11.273105,0.528549,1.5397,-24.639,8.3,1.04493,5.0,-1.55,2.64824,4.62191,-1.67277,-1.1802,1.0,131.401,123.832,131.409,20.0865,53.0
1734.0,11.219826,-0.140611,3.6323,-26.826,8.94,1.46136,5.0,-0.85,3.50962,4.73991,-0.945954,-0.749473,1.0,143.302,102.993,143.308,20.1271,62.0
2089.0,13.320503,-0.975583,1.8238,-25.353,0.0,0.945708,2.25597,-0.816383,2.03919,3.66103,-1.00147,-0.752323,0.0,154.722,132.235,152.477,19.8949,62.0
1574.0,10.338284,-1.20566,3.4704,-26.761,0.0,1.15979,2.88692,-1.17696,2.6937,4.52831,-1.32444,-1.08946,0.0,140.589,121.063,140.316,19.843,56.0
1717.0,11.101988,0.49248,2.1668,-25.795,9.109,1.44571,3.53082,-1.06299,2.99437,4.61404,-1.18835,-0.944465,0.0,126.638,107.998,126.559,19.8445,54.0
1678.0,10.886296,0.416634,1.1283,-24.93,8.552,1.39285,2.28973,-0.761185,2.10871,3.47048,-0.873041,-0.718976,0.0,306.977,210.299,304.439,19.1917,115.0
1661.0,10.812864,1.246004,1.5632,-27.377,9.308,1.22572,2.29926,-1.09384,2.13411,4.16456,-1.27799,-1.05365,0.0,202.522,165.525,201.128,17.487,61.0
2244.0,14.332305,-1.002889,0.6491,-23.143,0.0,1.32606,1.48413,-0.27715,1.24648,1.96806,-0.469717,-0.215648,0.0,111.283,93.1186,105.9,19.5646,56.0
2320.0,14.84956,-0.022352,0.747,-22.876,8.423,1.18551,5.0,-0.825,3.45122,4.73488,-0.903437,-0.716423,1.0,134.97,94.8807,134.984,19.983,62.0
1835.0,11.803076,0.097077,1.6824,-25.36,8.658,1.55513,3.33327,-0.795895,2.90702,4.59694,-0.918406,-0.699274,0.0,121.045,98.2861,120.958,19.8709,55.0
1712.0,11.065937,-0.717535,3.2047,-26.423,0.0,1.24831,2.61146,-0.825802,2.43255,4.32164,-0.964625,-0.755585,0.0,127.774,99.6282,126.777,20.0297,56.0
2220.0,14.228702,-0.535459,3.2536,-26.248,0.0,1.6705,2.33695,-0.88291,2.25517,4.42159,-1.2346,-0.841579,0.0,118.207,105.799,117.703,20.3302,58.0
2214.0,14.19239,-0.817295,1.1154,-24.531,0.0,1.13348,2.67448,-0.770939,2.52812,4.42081,-0.930561,-0.713746,0.0,134.461,100.693,133.711,19.65,55.0
2170.0,13.895901,-0.549547,2.0334,-26.854,0.0,1.04587,3.01587,-1.27127,2.83925,4.56059,-1.42508,-1.18584,0.0,194.838,151.168,194.553,18.6419,61.0
1830.0,11.79349,-0.871676,1.6538,-25.376,9.067,1.66198,3.10161,-1.07444,2.77458,4.54751,-1.20878,-0.957837,0.0,151.021,130.266,150.793,19.4926,62.0
2165.0,13.8493,-0.328313,1.8121,-27.039,9.325,1.29052,3.65223,-1.14148,3.22831,4.65738,-1.2427,-1.06222,0.0,171.088,101.904,171.01,18.3601,56.0
2100.0,13.408833,-1.141483,2.38,-25.191,0.0,1.7323,2.45647,-1.16022,0.564464,4.04918,-1.39517,-0.151298,0.0,70.0092,69.3152,69.3214,20.497,38.0
2064.0,13.146872,1.041135,1.3887,-26.324,9.195,1.06454,2.63171,-0.93326,2.48388,4.34935,-1.05912,-0.880388,0.0,167.301,121.049,166.332,18.2902,56.0
1705.0,11.032729,-0.190712,1.6002,-24.978,8.991,1.15392,2.73137,-0.72036,2.55064,4.44705,-0.856247,-0.66181,0.0,149.925,99.1831,149.353,19.998,65.0
2185.0,14.01066,-0.034139,2.3744,-25.971,8.627,1.43713,3.7765,-0.787581,3.17183,4.66166,-0.898369,-0.689631,0.0,146.019,88.1672,146.011,19.6558,61.0
2333.0,14.947588,-1.169698,1.1275,-25.633,8.977,1.27948,3.83187,-1.09459,3.26693,4.67444,-1.19497,-1.01632,0.0,170.819,102.162,170.795,18.4061,57.0
2286.0,14.631254,0.465795,2.0973,-25.305,0.0,1.49138,2.52497,-0.42879,2.38546,4.37557,-0.597438,-0.365845,0.0,69.5138,41.7405,68.7077,20.0114,41.0
1578.0,10.392363,1.005271,0.4875,-22.405,7.988,1.20714,1.57052,-0.336587,1.33458,2.03135,-0.4972,-0.26805,0.0,74.2899,61.6704,69.2121,19.3978,37.0
1552.0,10.169328,0.189226,0.8641,-24.566,9.067,0.912557,3.04964,-0.720283,2.91354,4.56792,-0.806949,-0.679873,0.0,150.348,64.8524,150.026,18.6808,56.0
2015.0,12.872433,-0.612441,3.7404,-26.691,0.0,1.39159,2.76707,-0.901499,2.55805,4.45409,-1.05964,-0.814953,0.0,135.294,101.995,134.765,20.2338,62.0
2164.0,13.840539,-0.471452,2.2481,-25.863,9.175,1.28892,5.0,-1.05,3.49575,4.72902,-1.1236,-0.955645,1.0,162.95,75.3503,162.951,19.5407,61.0
1695.0,10.964247,0.165802,0.8234,-23.19,8.474,1.16215,0.996192,-0.130487,0.533386,1.23775,-0.264297,0.03171,0.0,100.661,97.5077,89.8991,19.9304,52.0
1765.0,11.354664,-0.576096,1.5503,-25.021,0.0,1.2307,2.41551,-0.799369,2.25765,4.17644,-0.966176,-0.747204,0.0,153.899,106.603,152.51,19.9172,64.0
1692.0,10.956287,0.658414,1.9351,-25.363,9.083,1.07385,2.42882,-0.74988,2.26129,4.08208,-0.888359,-0.698719,0.0,154.546,110.429,152.937,19.8863,65.0
1725.0,11.142007,0.317643,1.8786,-26.419,9.058,1.03811,2.81189,-1.04045,2.6711,4.47494,-1.14601,-0.992924,0.0,195.131,142.84,194.556,18.8052,64.0
1751.0,11.276961,1.111601,1.0084,-24.787,0.0,0.992858,3.2476,-0.674328,2.98053,4.59974,-0.765824,-0.625024,0.0,151.263,75.3641,151.098,19.13,60.0
1969.0,12.60995,0.067867,1.4076,-24.52,0.0,1.20595,2.71438,-0.78145,2.60117,4.47684,-0.933469,-0.722762,0.0,134.663,92.7123,134.097,20.005,59.0
1797.0,11.54924,0.325131,0.6876,-23.141,0.0,1.23529,1.6958,-0.249156,1.43487,2.09304,-0.404234,-0.174848,0.0,73.0907,61.3945,67.9549,19.7597,41.0
1711.0,11.059251,0.54695,2.0832,-26.253,9.411,1.25149,5.0,-1.15,3.46999,4.73502,-1.24697,-1.02739,1.0,143.919,99.9344,143.924,19.1981,54.0
2330.0,14.925567,0.105416,2.5051,-26.015,0.0,0.999223,5.0,-1.025,3.30629,4.7085,-1.11954,-0.928469,1.0,148.218,114.432,148.225,19.8052,59.0
2242.0,14.32347,0.866151,1.033,-23.767,0.0,1.395,2.65469,-0.839334,2.45314,4.41127,-1.03,-0.745478,0.0,117.131,88.4497,116.5,20.0069,55.0
2293.0,14.666828,-0.812695,0.8087,-23.719,7.786,1.47898,2.34012,-0.673971,2.06522,3.76966,-0.812181,-0.593735,0.0,133.689,111.294,131.743,19.5514,59.0
2119.0,13.554886,-0.194023,0.7822,-24.216,8.485,1.27872,2.70305,-0.89942,2.56107,4.38196,-1.01578,-0.84776,0.0,168.279,117.189,167.364,19.0215,61.0
1925.0,12.332026,-0.175432,0.817,-23.518,8.144,1.19579,1.33449,-0.200061,1.12682,1.57864,-0.326611,-0.148353,0.0,118.294,99.8078,108.54,19.7574,61.0
2035.0,12.979453,-0.520843,1.3264,-25.109,9.291,1.18247,5.0,-0.825,3.83624,4.81104,-0.901549,-0.757852,1.0,173.199,59.8215,173.223,19.2809,63.0
2032.0,12.969793,-0.417615,1.272,-25.633,8.953,1.26379,2.7113,-0.815266,2.60515,4.42461,-0.931488,-0.776144,0.0,330.385,203.061,329.564,18.8902,117.0
1624.0,10.587197,-1.214794,1.5853,-25.435,8.759,1.5992,5.0,-1.125,3.2143,4.68808,-1.20394,-0.983321,1.0,138.732,104.71,138.74,19.3565,55.0
1999.0,12.807021,0.633093,2.0001,-25.49,9.19,1.20734,3.17172,-0.782367,2.92505,4.59687,-0.886475,-0.723425,0.0,255.551,150.962,255.435,20.0126,113.0
2056.0,13.119515,-0.276507,1.0233,-25.069,8.605,1.49694,2.10746,-0.812402,1.84535,3.11397,-0.999254,-0.727118,0.0,141.599,120.786,138.862,18.8301,56.0
2130.0,13.671658,0.019628,0.6466,-24.812,0.0,1.24747,2.59171,-0.815133,2.49068,4.37795,-0.968144,-0.775422,0.0,159.623,104.926,158.637,17.8001,57.0
1595.0,10.46743,-0.896764,1.6765,-25.289,9.01,1.24885,1.97984,-0.589934,1.73639,2.96221,-0.771354,-0.527567,0.0,147.162,119.769,144.239,19.6746,64.0
2235.0,14.297642,-0.333518,2.7593,-26.585,0.0,1.0773,3.22686,-1.06199,2.9215,4.60159,-1.17448,-0.982976,0.0,151.685,109.143,151.616,19.646,58.0
2324.0,14.875266,1.190115,1.03,-25.395,8.907,1.46973,2.71274,-0.77142,2.60248,4.47686,-0.904067,-0.722967,0.0,151.319,92.7314,150.769,18.4944,59.0
1996.0,12.789377,0.276771,2.0361,-25.734,0.0,1.11423,2.74,-1.02418,2.55689,4.43316,-1.17129,-0.947138,0.0,168.462,143.389,167.809,19.6552,63.0
1740.0,11.24251,0.845512,1.201,-25.349,8.89,0.99299,0.991671,-0.058222,0.774744,1.14045,-0.144856,-0.007469,0.0,116.682,106.867,101.151,18.9584,61.0
2158.0,13.810417,-0.118457,2.0496,-25.349,0.0,1.31219,1.74093,-0.484752,1.42517,2.21096,-0.67463,-0.38355,0.0,124.08,117.211,119.487,20.1961,61.0
2340.0,14.998556,-1.147579,1.6748,-25.167,0.0,1.77259,5.0,-1.05,3.25631,4.68974,-1.14689,-0.900362,1.0,123.42,91.6492,123.418,19.6285,54.0
2027.0,12.928614,0.964163,1.5922,-24.853,8.789,1.15829,5.0,-0.85,3.49788,4.74151,-0.937039,-0.7405,1.0,107.157,63.594,107.169,20.098,52.0
2262.0,14.466115,-0.569011,1.1605,-24.615,0.0,1.11267,3.04969,-0.894913,2.92396,4.55609,-0.998798,-0.836255,0.0,160.325,90.2961,159.927,19.5218,60.0
1532.0,10.077824,0.923872,2.0862,-26.326,0.0,0.929764,2.78974,-1.07485,2.64017,4.45138,-1.19513,-1.01366,0.0,164.371,129.702,163.689,19.005,56.0
2238.0,14.304307,0.957114,1.7683,-26.229,9.091,0.968566,2.66126,-0.988377,2.50908,4.34985,-1.11262,-0.932018,0.0,164.135,132.528,163.149,18.9045,56.0
1679.0,10.896327,0.291873,0.7347,-23.322,8.157,1.24673,2.70307,-0.618788,2.52254,4.41448,-0.739503,-0.568617,0.0,142.93,97.6204,142.225,19.5835,63.0
1900.0,12.169903,0.350312,1.6056,-25.16,9.091,1.06605,2.9243,-1.00423,2.76025,4.55787,-1.14839,-0.932944,0.0,167.015,134.184,166.801,19.7011,63.0
2274.0,14.545956,-1.175595,0.8984,-23.336,0.0,1.2971,2.6118,-0.544376,2.44856,4.39052,-0.699441,-0.478974,0.0,102.377,64.2074,101.61,20.3312,57.0
2067.0,13.167414,-0.558929,2.065,-25.544,8.063,1.22818,2.9834,-1.14294,2.79744,4.54471,-1.27589,-1.06269,0.0,165.548,140.98,165.256,19.7662,62.0
2118.0,13.549575,0.067911,1.2004,-24.247,0.0,1.26939,3.2574,-0.723982,2.89777,4.60298,-0.837097,-0.645505,0.0,113.065,70.8663,113.025,19.97,54.0
2212.0,14.176188,0.017983,1.0769,-24.217,0.0,1.16629,2.57443,-0.832736,2.32721,4.35857,-1.01478,-0.759384,0.0,144.796,124.917,143.991,19.7443,59.0
