SDR5ID,ra_deg,dec_deg,z,M_i,mbh_solar,chi2_pdf,log10_tau_d,log10_sigma_mag_sqrtyr,log10_tau_lim_lo,log10_tau_lim_hi,log10_sig_lim_lo,log10_sig_lim_hi,edge_flag,Plike,Pnoise,Pinf,mu,npts
6642.0,43.328861,0.266488,1.3733,-24.46,8.853,1.72152,5.0,-0.775,3.67883,4.78377,-0.843716,-0.64376,1.0,104.613,60.9154,104.65,20.1183,58.0
6877.0,44.921055,-1.010902,1.583,-24.653,0.0,1.15845,2.96363,-0.707764,2.83049,4.53465,-0.825864,-0.650482,0.0,141.538,80.9915,141.116,20.171,66.0
6177.0,40.235401,0.486772,2.1807,-25.463,0.0,0.862062,5.0,-0.8,3.41997,4.71153,-0.867235,-0.718753,1.0,175.717,60.5424,175.72,19.7982,72.0
6191.0,40.347931,0.371793,3.1369,-25.982,8.333,1.16689,5.0,-1.0,3.21609,4.68168,-1.07554,-0.882143,1.0,149.98,97.9021,149.988,20.467,68.0
6201.0,40.423031,0.071281,0.6485,-24.006,8.153,1.37955,1.90184,-0.429385,1.70689,2.37078,-0.563364,-0.39284,0.0,164.622,99.3208,160.303,18.6176,71.0
6597.0,43.072838,-0.880386,0.9113,-23.848,8.525,1.43539,3.57103,-0.875717,3.16633,4.64818,-0.983171,-0.793849,0.0,142.525,87.2115,142.455,19.9338,66.0
6721.0,43.9631,-1.134167,2.1611,-26.32,0.0,1.36115,5.0,-1.175,3.58101,4.75874,-1.26266,-1.05403,1.0,194.882,137.743,194.893,19.4242,74.0
6576.0,42.937908,-0.777716,1.3865,-25.013,9.152,1.29303,3.62971,-0.983989,3.15723,4.64879,-1.08039,-0.916611,0.0,193.081,137.517,193.024,19.3577,72.0
6326.0,41.218025,-0.554989,3.9755,-26.528,0.0,1.31367,5.0,-1.175,3.61814,4.77268,-1.26304,-1.01299,1.0,142.606,99.202,142.631,20.4558,64.0
6635.0,43.298771,-0.711612,1.5365,-25.089,8.28,1.24234,1.52434,-0.625973,1.21906,1.92173,-0.813228,-0.528795,0.0,176.156,163.034,170.195,19.7533,71.0
6469.0,42.099052,-1.00071,1.6092,-24.998,0.0,1.1233,5.0,-1.05,3.40644,4.71368,-1.13199,-0.936271,1.0,173.546,96.1871,173.552,19.756,66.0
6853.0,44.774235,-1.113882,1.1128,-24.799,8.401,1.24965,2.64835,-0.914495,2.50945,4.37138,-1.03785,-0.866714,0.0,187.937,153.501,187.005,19.4807,72.0
6485.0,42.235573,-0.934499,1.7238,-26.354,9.19,1.07851,2.00385,-0.353658,1.80606,2.36776,-0.438485,-0.32314,0.0,146.595,97.4648,142.152,18.5935,66.0
6574.0,42.916592,-1.035585,1.6247,-25.215,8.885,1.33007,2.74419,-0.517436,2.66817,4.50728,-0.689372,-0.470407,0.0,113.036,60.8195,112.514,19.8289,58.0
6312.0,41.116089,1.037483,1.9865,-25.589,0.0,1.19888,1.92765,-0.784771,1.79612,3.92749,-1.21015,-0.754177,0.0,161.66,142.385,160.034,19.844,68.0
6146.0,40.03854,-1.11177,1.8117,-25.801,9.559,0.994088,0.599236,0.034893,0.164578,0.739309,-0.068586,0.192837,0.0,123.779,120.455,101.17,19.3149,62.0
6311.0,41.11293,0.380736,0.6967,-22.362,0.0,1.23499,2.42478,-0.677049,2.20034,4.21113,-0.868129,-0.605468,0.0,102.297,80.2958,101.164,20.381,52.0
6541.0,42.665939,-0.797109,2.4425,-26.085,8.653,1.1692,2.03474,-0.556006,1.83932,3.41255,-0.796387,-0.50879,0.0,148.212,123.42,145.654,20.0177,67.0
6562.0,42.801861,-0.868923,3.785,-27.536,8.982,1.20011,5.0,-1.0,3.17596,4.66478,-1.08414,-0.918701,1.0,180.004,124.138,180.002,19.4086,66.0
6637.0,43.308323,-0.650697,0.8892,-24.058,8.779,1.5003,2.3975,-0.560254,2.2424,4.1406,-0.688545,-0.520012,0.0,147.7,94.0117,146.233,19.4141,67.0
6431.0,41.792,0.519692,1.3019,-25.425,0.0,0.870027,3.1458,-0.892208,2.96568,4.59615,-0.983115,-0.851013,0.0,193.09,101.735,192.904,19.2834,70.0
6460.0,42.060646,1.111079,0.7204,-22.995,8.088,1.12041,1.14021,-0.181396,0.860965,1.40244,-0.315968,-0.106982,0.0,126.275,119.509,115.338,19.9532,65.0
6377.0,41.461647,-0.724498,2.1589,-25.423,0.0,1.31033,5.0,-0.975,3.33809,4.70708,-1.07383,-0.870739,1.0,166.424,103.388,166.432,19.993,71.0
6771.0,44.212791,-0.86628,1.4751,-24.691,0.0,1.05283,5.0,-1.025,3.36355,4.71559,-1.1137,-0.928809,1.0,168.163,120.495,168.16,20.0076,69.0
6681.0,43.65984,0.359089,2.4633,-26.448,0.0,1.18665,1.50848,-0.391932,1.26689,1.82619,-0.538211,-0.330728,0.0,146.111,131.002,138.934,19.6275,65.0
6362.0,41.385387,-0.460551,2.1486,-25.494,0.0,1.1278,3.04269,-0.988184,2.86495,4.55483,-1.13256,-0.90083,0.0,157.409,116.397,157.085,20.2561,66.0
6213.0,40.488129,0.117659,1.5635,-26.527,9.239,1.77685,5.0,-1.15,3.22121,4.67565,-1.2399,-1.065,1.0,206.725,146.46,206.722,18.307,71.0
6466.0,42.087132,-0.429672,1.4547,-25.347,8.701,1.69452,2.46714,-0.955609,2.25329,4.16834,-1.12655,-0.881297,0.0,170.785,144.213,169.439,19.346,66.0
6503.0,42.370258,1.156857,0.9545,-25.35,8.911,1.08938,5.0,-1.05,3.35466,4.70303,-1.12645,-0.977346,1.0,204.857,108.595,204.851,18.3056,65.0
6246.0,40.674397,1.225197,2.1734,-25.214,0.0,1.23457,3.5474,-0.952878,3.08632,4.64195,-1.09013,-0.838938,0.0,113.591,86.8579,113.561,20.575,61.0
6479.0,42.169926,-0.596733,2.2411,-27.032,9.225,1.14848,1.86359,-0.624401,1.65496,2.3755,-0.768793,-0.582608,0.0,180.845,147.032,176.608,18.5802,67.0
6755.0,44.10244,-1.090284,1.1111,-23.999,8.999,1.15168,2.67324,-0.652283,2.55364,4.43895,-0.78248,-0.605818,0.0,154.569,109.405,153.884,20.0194,74.0
6292.0,40.981884,0.714643,2.352,-25.832,0.0,1.16996,3.09741,-0.917793,2.81124,4.56198,-1.04936,-0.827114,0.0,140.34,110.091,140.15,20.0698,59.0
6435.0,41.818008,-1.067091,1.8412,-25.004,0.0,1.28287,2.67846,-0.710314,2.52164,4.40737,-0.906496,-0.627309,0.0,128.719,100.891,127.913,20.3753,68.0
6295.0,40.99131,-0.913277,2.1109,-25.585,0.0,1.15883,2.91618,-1.03522,2.76355,4.52776,-1.17072,-0.960175,0.0,162.167,122.829,161.779,20.0618,68.0
6302.0,41.057648,0.309315,0.6854,-24.058,8.639,1.32148,1.58908,-0.527628,1.34615,1.9128,-0.659909,-0.47054,0.0,173.005,149.021,166.471,18.7695,68.0
6726.0,43.9818,0.117177,1.1727,-24.14,8.611,1.08753,3.01218,-0.79094,2.87898,4.54469,-0.901489,-0.729666,0.0,157.95,91.7804,157.52,20.1597,73.0
6443.0,41.906261,-0.083102,1.8439,-26.163,8.909,1.36946,3.14539,-0.934741,2.93178,4.57912,-1.04609,-0.864659,0.0,178.074,95.3265,177.834,19.1922,65.0
6401.0,41.635601,0.09139,1.3065,-24.653,8.854,1.05558,3.91611,-0.832427,3.36881,4.69029,-0.903528,-0.766333,0.0,186.831,81.9553,186.774,19.1644,71.0
6550.0,42.737812,-0.989703,2.7094,-26.493,9.396,1.15065,2.62223,-0.939786,2.43324,4.38148,-1.12205,-0.872952,0.0,163.443,132.94,162.637,19.6712,63.0
6787.0,44.320267,-0.76003,1.0291,-24.837,8.579,1.36388,3.17038,-0.780018,2.89015,4.58838,-0.879662,-0.720708,0.0,179.183,142.25,179.069,19.4333,71.0
6499.0,42.346867,0.731407,1.1871,-23.707,0.0,1.53011,5.0,-0.7,3.39643,4.72233,-0.77939,-0.589209,1.0,80.4299,43.1435,80.4418,20.7924,55.0
6739.0,44.020607,0.837119,0.9191,-23.201,0.0,1.13104,3.1238,-0.682786,2.94945,4.57646,-0.787327,-0.622218,0.0,219.766,137.839,219.478,20.6411,124.0
6281.0,40.910267,0.742663,2.4205,-27.043,9.697,1.15913,2.6836,-0.803266,2.57367,4.38577,-0.920893,-0.762502,0.0,182.934,120.213,181.969,19.0352,68.0
6478.0,42.162224,-0.057224,1.8678,-25.157,0.0,0.767931,2.44931,-0.957242,2.30657,4.23224,-1.12696,-0.904826,0.0,169.983,124.84,168.686,20.1187,65.0
6671.0,43.583748,-0.509101,1.0219,-23.847,8.029,1.23846,2.4038,-0.776734,2.21914,4.00384,-0.919359,-0.717733,0.0,150.484,98.2294,148.748,19.9944,63.0
6365.0,41.391964,1.137157,1.5374,-26.375,9.651,1.28392,1.99679,-0.77157,1.84709,3.89792,-1.04977,-0.74848,0.0,181.842,161.654,179.886,18.4691,65.0
6736.0,44.010693,0.882058,0.5317,-22.912,0.0,1.0175,2.66904,-0.615952,2.56491,4.38535,-0.713128,-0.58337,0.0,163.637,55.429,162.674,19.2361,67.0
6472.0,42.114613,1.188103,1.2281,-25.001,8.653,1.70484,2.92631,-0.979635,2.72093,4.53667,-1.14927,-0.877787,0.0,160.014,125.811,159.728,19.3597,67.0
6556.0,42.764668,-0.923492,1.5662,-24.63,8.45,1.48442,3.27014,-0.855147,3.0466,4.603,-0.973718,-0.769729,0.0,141.15,87.9252,140.931,20.25,66.0
6497.0,42.345455,-0.155162,1.9289,-25.175,8.23,0.959579,5.0,-0.9,3.25791,4.69345,-1.00125,-0.779369,1.0,149.139,106.673,149.143,20.2731,66.0
6315.0,41.156231,0.190338,2.1209,-25.846,9.099,0.912166,3.0818,-1.06603,2.90251,4.57602,-1.18335,-1.00004,0.0,197.115,138.185,196.886,19.6115,70.0
6518.0,42.452602,0.864695,0.6583,-22.646,9.072,1.14643,1.86296,-0.451968,1.62764,2.74525,-0.696546,-0.387618,0.0,131.573,113.725,128.287,20.1859,68.0
6428.0,41.769882,1.245018,1.5174,-25.02,8.318,1.29654,3.19667,-1.21704,2.83398,4.5679,-1.35753,-1.09876,0.0,158.49,140.956,158.326,19.8579,64.0
6391.0,41.546707,-0.526215,1.7391,-25.398,8.805,1.38617,2.42691,-0.927528,2.29854,4.36499,-1.16572,-0.876571,0.0,161.319,135.295,160.46,19.8235,65.0
6420.0,41.72908,1.234082,2.1551,-26.25,9.177,1.18651,2.77344,-0.829355,2.66622,4.48162,-0.947561,-0.780392,0.0,169.629,94.3344,169.036,19.3217,66.0
6857.0,44.799362,0.303565,2.8347,-27.06,9.493,1.01398,5.0,-1.125,3.0997,4.65349,-1.2064,-1.02335,1.0,199.326,144.439,199.324,19.1789,67.0
6590.0,43.017849,0.526973,4.1445,-27.565,0.0,1.286,3.0119,-0.97718,2.81119,4.55185,-1.08821,-0.912323,0.0,173.181,140.018,172.922,19.6274,69.0
6628.0,43.256542,-1.196901,0.7693,-23.988,8.74,1.20502,2.44899,-0.783965,2.29414,4.05406,-0.904634,-0.738921,0.0,189.065,114.437,187.347,19.1419,72.0
6202.0,40.427612,0.652831,1.6852,-25.134,9.113,1.04814,5.0,-1.075,3.41789,4.72139,-1.16858,-0.958526,1.0,171.054,109.65,171.055,19.9402,68.0
6728.0,43.983345,0.249277,0.8638,-23.903,8.376,1.18478,0.982518,-0.236278,0.729104,1.2844,-0.399316,-0.163914,0.0,154.604,144.94,143.846,19.4758,69.0
6546.0,42.702763,0.035405,0.7654,-24.361,8.87,1.11031,2.70887,-0.774651,2.58189,4.39034,-0.881863,-0.734443,0.0,195.086,139.432,194.156,18.7127,71.0
6481.0,42.19466,-0.750866,1.709,-24.979,0.0,1.48999,5.0,-1.275,3.30534,4.70762,-1.36581,-1.10931,1.0,174.073,142.674,174.081,20.073,72.0
6329.0,41.229939,-0.417082,1.3071,-25.154,8.851,1.24181,2.9016,-0.845616,2.78986,4.53246,-0.936595,-0.812061,0.0,368.772,208.312,368.374,19.1091,129.0
6870.0,44.89922,-0.150773,1.2975,-24.967,8.637,0.912506,5.0,-0.9,3.77315,4.80116,-0.973855,-0.821629,1.0,173.078,67.824,173.107,19.7652,66.0
6633.0,43.284611,0.058463,1.6934,-25.082,8.534,1.45823,5.0,-1.05,3.4202,4.72334,-1.15461,-0.92714,1.0,161.391,142.565,161.387,19.8432,70.0
6208.0,40.465672,-0.331585,1.2921,-24.849,8.08,0.961178,3.31417,-1.04597,3.04472,4.61508,-1.14927,-0.980213,0.0,203.37,141.443,203.226,19.6095,72.0
6741.0,44.029736,1.077224,2.0918,-25.644,0.0,1.12214,2.62329,-0.948456,2.48721,4.37705,-1.08797,-0.892046,0.0,162.42,120.981,161.516,20.0493,68.0
6694.0,43.800678,-0.873522,0.8012,-23.674,8.575,1.06857,3.87945,-0.621705,3.29493,4.6785,-0.704824,-0.56952,0.0,150.57,58.9457,150.544,19.4246,67.0
6782.0,44.287998,0.118829,2.8705,-26.347,0.0,1.02372,2.24104,-0.990897,1.99515,3.90452,-1.18091,-0.916541,0.0,192.521,177.131,190.797,19.9096,73.0
6589.0,43.017391,1.119593,1.2192,-24.294,0.0,1.13934,1.7944,-0.61382,1.46931,2.66319,-0.882259,-0.516317,0.0,144.197,134.211,141.067,19.9777,64.0
6162.0,40.157833,0.188605,0.4695,-23.19,8.043,23.1666,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,0.0,144.197,-10.0,-10.0,18.4963,6.0
6629.0,43.258167,0.014829,1.0952,-23.408,0.0,1.30582,5.0,-0.675,3.28057,4.70019,-0.748095,-0.575669,1.0,132.538,80.1834,132.545,20.3341,72.0
6283.0,40.914658,-0.412715,0.7343,-23.151,8.288,1.67645,2.73975,-0.56272,2.59159,4.41289,-0.695673,-0.498335,0.0,95.2223,65.2082,94.4105,19.999,55.0
6398.0,41.618713,-0.749222,2.1101,-25.801,9.263,1.81623,5.0,-1.175,3.44778,4.73165,-1.276,-1.00961,1.0,160.555,144.996,160.557,19.6325,68.0
6848.0,44.725945,1.026661,1.2583,-24.455,9.08,1.46329,4.15533,-0.725196,3.13329,4.65558,-0.806144,-0.631153,0.0,130.584,70.2077,130.569,20.3227,69.0
6262.0,40.769539,0.001526,1.995,-27.234,0.0,1.11511,1.01821,-0.421827,0.811233,1.23169,-0.536003,-0.379213,0.0,362.69,340.073,348.515,18.1829,130.0
6651.0,43.396336,-0.510945,2.195,-25.58,0.0,1.47529,3.64268,-0.79406,3.10692,4.64457,-0.895952,-0.704674,0.0,147.08,80.2212,147.057,20.1209,67.0
6765.0,44.194035,0.649531,3.4734,-27.524,9.774,1.14247,3.92243,-1.20886,3.22512,4.6691,-1.31318,-1.12135,0.0,213.836,142.848,213.827,19.0821,71.0
6290.0,40.956306,-0.152237,2.0464,-25.805,8.735,1.33199,2.289,-0.784975,2.1025,4.36821,-1.07443,-0.729968,0.0,161.637,142.616,161.107,19.6755,67.0
6417.0,41.71632,-0.991931,0.4677,-25.289,0.0,0.969592,0.946233,-0.472938,0.70455,1.09999,-0.564128,-0.415592,0.0,195.35,185.914,179.12,16.7069,67.0
6871.0,44.906113,0.626771,0.5337,-26.097,0.0,1.1478,1.51309,-0.444805,1.33585,1.67551,-0.521849,-0.419559,0.0,288.677,205.096,278.305,16.2929,106.0
6413.0,41.694778,-0.205747,0.5636,-23.162,8.174,1.33634,1.5071,-0.181907,1.30679,1.71434,-0.28001,-0.143687,0.0,160.116,129.458,150.83,19.391,83.0
6547.0,42.704189,-0.323002,1.8046,-24.607,0.0,1.54405,3.15558,-0.732712,2.92022,4.58223,-0.844605,-0.651006,0.0,125.551,83.6173,125.358,20.4603,69.0
6382.0,41.488453,-0.139849,2.1979,-25.925,8.88,1.05134,5.0,-1.025,3.61787,4.76363,-1.10865,-0.948592,1.0,186.638,95.8993,186.647,19.6183,67.0
6228.0,40.572784,1.111717,0.8748,-24.063,8.443,0.849171,2.94647,-0.844236,2.81849,4.55031,-0.947306,-0.801188,0.0,181.605,95.1262,181.3,19.6076,68.0
6679.0,43.635525,-0.705577,0.4335,-23.846,0.0,1.3925,3.04715,-0.361293,2.91371,4.58272,-0.444533,-0.331247,0.0,144.507,27.8144,144.295,18.2316,73.0
6748.0,44.058571,0.661409,0.9135,-24.682,9.045,0.946254,3.13432,-0.83021,2.96838,4.5795,-0.911432,-0.797746,0.0,204.189,81.1854,203.906,18.9972,70.0
6735.0,44.008587,-0.011799,2.7288,-26.476,0.0,1.43237,3.44812,-0.946227,3.07232,4.62044,-1.05729,-0.85207,0.0,169.888,112.753,169.757,19.9398,71.0
6571.0,42.869717,-0.447467,2.3261,-26.298,9.048,1.23531,2.96274,-0.949619,2.82484,4.56344,-1.06412,-0.893708,0.0,170.743,124.85,170.508,19.6454,66.0
6406.0,41.656273,-0.154953,1.6378,-25.423,8.663,1.29775,4.31465,-1.14585,3.34479,4.69437,-1.2351,-1.04483,0.0,186.393,109.534,186.387,19.3571,66.0
6802.0,44.405567,1.176563,1.4646,-24.825,8.637,1.17255,2.92217,-0.815458,2.71996,4.51331,-0.937948,-0.748465,0.0,152.239,114.596,151.85,19.9395,68.0
6301.0,41.057335,-0.079865,2.7925,-26.171,0.0,1.28821,2.69195,-1.03452,2.46054,4.35609,-1.18815,-0.94777,0.0,160.063,150.043,159.204,20.0493,66.0
6644.0,43.348503,0.079666,1.2953,-25.003,8.818,0.944469,2.85941,-0.83593,2.75155,4.48046,-0.940999,-0.790716,0.0,190.03,108.272,189.348,19.3876,70.0
6807.0,44.464771,0.345987,1.5113,-25.909,9.061,1.16815,2.70506,-0.885157,2.58504,4.406,-0.998227,-0.845459,0.0,195.936,107.124,195.076,18.9401,68.0
6225.0,40.552731,-1.060995,1.4341,-24.304,0.0,1.23706,2.89264,-0.940618,2.47466,4.54301,-1.16443,-0.79884,0.0,146.007,128.866,145.925,20.3515,70.0
6614.0,43.158016,-0.901803,0.8448,-23.79,8.61,1.21154,2.77169,-0.747915,2.66851,4.44958,-0.858815,-0.703777,0.0,168.574,90.4559,167.823,19.4354,67.0
6340.0,41.288265,0.971437,2.5295,-26.28,8.846,1.22092,2.77806,-0.773946,2.67693,4.49718,-0.930871,-0.715046,0.0,153.616,105.529,153.076,19.9116,71.0
6738.0,44.01712,-0.178709,2.0993,-25.29,0.0,0.915873,3.15822,-1.12766,2.874,4.56822,-1.25554,-1.0318,0.0,168.784,134.156,168.566,20.4245,69.0
6463.0,42.069553,0.939578,2.2617,-25.898,0.0,1.54454,2.50225,-1.20195,2.08501,4.1444,-1.39908,-1.03571,0.0,161.931,157.441,160.78,19.8977,70.0
6753.0,44.079239,-0.750375,0.7225,-24.101,8.963,1.02145,5.0,-0.575,3.46422,4.72999,-0.630392,-0.524613,1.0,178.338,78.8587,178.344,18.5504,72.0
6372.0,41.430679,0.097857,1.413,-24.801,0.0,1.11688,2.36818,-1.42433,1.359,4.02409,-1.81761,-1.1691,0.0,200.08,196.892,199.067,19.8033,72.0
6706.0,43.856949,0.352723,0.5269,-22.306,0.0,1.28847,2.19767,-0.806935,1.94746,3.44155,-0.993697,-0.721948,0.0,158.158,139.736,155.779,20.074,68.0
6482.0,42.19698,-0.219319,1.4428,-26.162,9.287,1.25148,2.50203,-0.914008,2.3401,4.30313,-1.06182,-0.865781,0.0,201.565,165.045,200.5,18.5498,69.0
6539.0,42.66119,-0.794213,1.8411,-27.241,9.481,1.15506,3.12632,-0.962614,2.96275,4.59601,-1.07613,-0.912575,0.0,218.757,138.529,218.553,17.9888,71.0
6268.0,40.815132,-0.342304,0.8073,-23.009,0.0,1.16432,2.35011,-0.646326,2.17244,3.99124,-0.809349,-0.599096,0.0,157.719,118.212,155.972,20.1993,72.0
6819.0,44.517803,-0.183327,1.5506,-25.838,8.882,1.20732,2.85936,-0.79663,2.72813,4.47658,-0.899914,-0.751311,0.0,177.747,127.972,177.115,19.1963,67.0
6357.0,41.367588,0.796499,0.9576,-23.701,8.285,0.844858,2.68199,-0.45868,2.56913,4.36881,-0.549057,-0.425248,0.0,145.398,51.1973,144.372,20.0734,68.0
6490.0,42.27813,0.623907,2.211,-26.288,0.0,1.26085,5.0,-1.0,3.57402,4.76011,-1.07052,-0.899543,1.0,279.323,200.294,279.348,19.5916,104.0
6641.0,43.328205,0.07056,1.5614,-25.321,8.579,1.1777,2.70456,-0.744721,2.5929,4.41264,-0.856318,-0.702319,0.0,163.331,80.3403,162.495,19.7563,70.0
6543.0,42.676868,0.593527,2.38,-27.469,0.0,1.47456,3.07627,-1.27405,2.86409,4.56092,-1.38876,-1.18932,0.0,214.167,182.889,213.889,18.4082,70.0
6660.0,43.483643,0.182611,1.6991,-25.94,9.086,0.925413,3.88139,-0.993321,3.38686,4.69282,-1.0798,-0.942425,0.0,205.999,109.69,205.948,19.1415,72.0
6762.0,44.146111,-1.190304,0.5292,-22.241,7.87,inf,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,0.0,205.999,-10.0,-10.0,19.3872,3.0
6786.0,44.317596,-0.242656,1.8966,-26.138,8.473,1.28058,5.0,-1.175,3.3927,4.71296,-1.26144,-1.08316,1.0,197.069,135.832,197.064,19.4855,72.0
6613.0,43.157497,-0.774437,1.0096,-24.494,8.686,0.860756,5.0,-0.975,3.45582,4.72093,-1.04891,-0.903878,1.0,188.552,83.2404,188.544,19.5149,69.0
6233.0,40.591129,0.820189,2.062,-27.479,0.0,1.30124,2.78618,-1.04229,2.65236,4.44356,-1.1481,-0.996881,0.0,217.747,156.337,217.025,18.0017,68.0
6744.0,44.046341,1.209709,1.8652,-25.18,0.0,1.13745,2.53277,-1.15135,2.29521,4.33413,-1.35504,-1.05693,0.0,160.261,144.279,159.489,20.1951,68.0
6284.0,40.917133,-0.297064,1.4392,-25.111,8.942,1.04334,2.62924,-0.868903,2.49162,4.30997,-0.990853,-0.817966,0.0,184.927,123.258,183.76,19.3955,68.0
6720.0,43.946087,0.637476,0.92,-24.865,8.72,1.54785,2.42257,-0.939464,2.23101,3.9423,-1.0664,-0.880844,0.0,205.956,153.1,204.11,18.8242,74.0
6552.0,42.754192,0.800828,0.8282,-24.046,8.613,1.05163,2.59145,-0.764371,2.43705,4.34937,-0.889446,-0.72027,0.0,167.556,119.791,166.601,19.3952,66.0
6674.0,43.615986,-0.970262,1.6779,-24.665,0.0,1.10902,3.92715,-0.810308,3.10739,4.64944,-0.920064,-0.719541,0.0,133.958,99.3454,133.95,20.2146,64.0
6455.0,42.004555,-0.671064,0.812,-23.681,8.367,1.12447,2.87605,-0.505048,2.75353,4.50244,-0.604607,-0.46337,0.0,137.2,74.0296,136.665,19.6314,65.0
6888.0,44.987385,-0.620115,1.9821,-26.123,8.882,1.04341,5.0,-0.975,3.63439,4.77265,-1.04983,-0.899989,1.0,196.288,89.6618,196.303,19.4576,70.0
6245.0,40.670666,0.36412,0.6327,-22.636,0.0,1.56136,2.48657,-0.28838,2.34036,4.22967,-0.401694,-0.256166,0.0,100.379,63.0219,99.0814,19.6562,62.0
6645.0,43.352924,-0.448857,1.3635,-25.421,9.285,1.08883,3.60651,-0.935507,3.13315,4.64447,-1.02514,-0.879288,0.0,195.725,101.861,195.677,19.0243,68.0
6773.0,44.218292,0.937373,1.1877,-24.555,8.446,1.176,2.46626,-0.779552,2.28879,4.11272,-0.916558,-0.724047,0.0,165.951,105.579,164.412,19.7291,71.0
6580.0,42.963341,-0.883341,3.4688,-26.968,9.199,1.22482,1.67784,-0.26084,1.5841,4.0438,-0.924047,-0.256083,0.0,118.811,98.654,116.397,19.8864,64.0
6772.0,44.215927,-1.099186,2.1999,-25.778,0.0,2.22694,2.60916,-0.783597,2.36411,4.25618,-0.931857,-0.675821,0.0,127.973,108.017,126.87,20.0527,72.0
6175.0,40.231457,0.200359,2.3686,-25.384,0.0,1.2493,3.14791,-0.763581,2.92362,4.57297,-0.883536,-0.67768,0.0,125.937,72.5478,125.683,20.4883,69.0
6151.0,40.088593,0.315633,2.055,-25.859,0.0,1.03916,2.01368,-1.03511,1.75518,2.65267,-1.2386,-0.945539,0.0,189.915,177.461,186.398,19.738,67.0
6330.0,41.231022,-1.250143,1.5394,-24.996,9.066,1.26885,3.84549,-0.747594,3.13244,4.65185,-0.849521,-0.66063,0.0,136.211,78.5744,136.196,20.1565,65.0
6680.0,43.647583,0.089797,1.0385,-23.362,0.0,1.2784,2.93197,-0.604786,2.81213,4.51278,-0.710751,-0.550916,0.0,111.084,49.9026,110.546,20.5287,64.0
6619.0,43.20681,1.177994,1.8675,-25.151,0.0,1.34597,2.65525,-0.741649,2.48628,4.35944,-0.872099,-0.676112,0.0,123.299,97.2142,122.393,20.2899,63.0
6144.0,40.035065,0.549932,1.8584,-25.903,0.0,1.08856,2.44429,-1.02628,2.26938,4.13182,-1.18936,-0.964736,0.0,193.457,162.719,191.948,19.2708,68.0
6502.0,42.35844,-0.330223,2.4777,-26.513,9.768,1.03087,2.91933,-0.967246,2.78021,4.51718,-1.07566,-0.913664,0.0,190.277,118.146,189.83,19.5245,70.0
6729.0,43.988953,-0.580195,1.215,-24.801,9.161,1.34117,2.73798,-0.734914,2.63169,4.44573,-0.850379,-0.685228,0.0,164.509,96.0883,163.773,19.7811,70.0
6323.0,41.199486,1.047238,2.09,-25.35,0.0,1.30925,3.30918,-0.933601,2.99462,4.60714,-1.03886,-0.864832,0.0,270.948,237.566,270.836,20.3289,122.0
6215.0,40.501041,0.58081,1.7025,-25.771,9.389,1.23311,2.83583,-1.13436,2.70087,4.48869,-1.2639,-1.06638,0.0,188.294,162.173,187.739,19.3312,68.0
6702.0,43.827412,0.813181,3.9888,-28.432,9.754,1.61226,3.14239,-1.08694,2.95613,4.58822,-1.23083,-0.990886,0.0,143.806,107.195,143.577,18.7332,53.0
6272.0,40.858212,-0.529218,3.4386,-27.37,9.373,1.37371,2.93547,-0.890663,2.8102,4.52219,-0.999265,-0.833131,0.0,175.187,108.303,174.713,19.3309,67.0
6205.0,40.438328,0.50789,1.0508,-24.107,9.037,0.979449,5.0,-0.825,3.17367,4.66929,-0.895012,-0.740018,1.0,176.797,125.036,176.801,19.8565,71.0
6611.0,43.142521,-0.175786,0.9982,-24.168,8.637,1.30599,2.46873,-0.66213,2.3249,4.12416,-0.7783,-0.6193,0.0,148.945,80.0548,147.373,19.782,67.0
6327.0,41.221767,1.147922,1.9571,-25.325,9.224,1.63574,3.71425,-0.884722,3.14241,4.64963,-0.999276,-0.764935,0.0,147.476,78.5811,147.437,19.7182,68.0
6714.0,43.906082,0.260706,0.5268,-22.162,0.0,1.1972,1.292,-0.241171,0.968906,1.89272,-0.534967,-0.11734,0.0,57.282,52.1912,52.46,20.1242,32.0
6164.0,40.16515,0.495556,1.3649,-24.901,0.0,1.39028,2.27741,-0.771418,2.08437,4.13292,-0.972393,-0.717436,0.0,162.582,144.469,161.25,19.6572,69.0
6742.0,44.030224,1.177394,1.3476,-26.193,9.264,1.06614,5.0,-1.025,3.30844,4.69828,-1.09116,-0.955343,1.0,221.204,118.557,221.21,18.3396,70.0
6226.0,40.562401,-0.52552,1.3306,-24.771,7.901,1.08091,2.89635,-0.921805,2.71601,4.52623,-1.04364,-0.861628,0.0,176.903,143.457,176.565,19.6938,66.0
6154.0,40.107033,0.55465,1.6968,-25.784,9.115,1.13928,2.2655,-0.867832,2.07575,3.88715,-1.03796,-0.813031,0.0,190.75,151.391,188.841,19.302,71.0
6846.0,44.718964,0.528755,1.4578,-24.517,0.0,1.07219,3.44355,-0.854272,3.01711,4.62129,-0.960562,-0.779094,0.0,160.568,124.97,160.516,20.2817,72.0
6701.0,43.820339,1.192884,2.8393,-27.239,9.421,1.44463,2.43049,-1.0377,2.15126,4.1044,-1.19939,-0.941949,0.0,189.339,176.654,187.99,19.1052,69.0
