z_mean,R_mean,R_sem,n,t_Gyr
0.4028089700996678,0.8595480409762859,0.007871457500546656,301,4.304572867770498
0.7627534825870647,0.8874201090563288,0.0026715721184564357,1608,6.638900608207509
1.2524788902291917,0.8988712481334545,0.0019609723890006187,2487,8.59487196969091
1.731882092555332,0.9002068754241578,0.002217816394583921,2485,9.77008384247653
2.3533362247681393,0.8911088700580859,0.0030383569773467884,1833,10.726130512101005
